artist,genre,album,track,popularity,release_year,duration_ms,tempo,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),I Don't Wanna Go Down to the Basement - 2016 Remaster,35,1976,160947,178.9589996,9,1,0.232999995,0.813000023,-3.881999969,0.083099999,3.96E-06,0.485000014,0.164000005,0.819000006
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Loudmouth - 2016 Remaster,33,1976,135067,177.6580048,9,1,0.182999998,0.90200001,-4.267000198,0.120999999,1.06E-05,0.537,0.128999993,0.757000029
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Havana Affair - 2016 Remaster,45,1976,117067,177.2779999,7,1,0.277999997,0.903999984,-2.019000053,0.0735,0.00276,0.00219,0.150000006,0.713
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Listen to My Heart - 2016 Remaster,36,1976,118653,179.2089996,9,1,0.294999987,0.898999989,-1.73300004,0.096500002,0.000715,0.000253,0.363999993,0.825999975
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),53rd & 3rd - 2016 Remaster,36,1976,141333,135.1309967,9,1,0.395000011,0.883000016,-1.120000005,0.045200001,0.000711,0.0517,0.076700002,0.860000014
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Let's Dance - 2016 Remaster,39,1976,111867,182.6759949,7,1,0.321999997,0.720000029,-2.786999941,0.172999993,0.000157,0.00766,0.181999996,0.838999987
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),I Don't Wanna Walk Around with You - 2016 Remaster,31,1976,102813,178.9550018,2,1,0.305999994,0.925999999,-1.488000035,0.156000003,0.0101,0.772000015,0.122000001,0.699999988
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),"Today Your Love, Tomorrow the World - 2016 Remaster",39,1976,132667,179.7920074,9,1,0.122000001,0.916999996,-3.279999971,0.073799998,0.00012,0.907999992,0.379999995,0.351000011
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Blitzkrieg Bop - 40th Anniversary Mono Mix,38,1976,132520,177.5809937,4,0,0.324000001,0.912999988,0.264999986,0.179000005,0.000294,0.069300003,0.344000012,0.538999975
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Beat on the Brat - 40th Anniversary Mono Mix,26,1976,151640,157.647995,4,1,0.439999998,0.953999996,0.143000007,0.107000001,0.00346,0.0142,0.270999998,0.79400003
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),Judy Is a Punk - 40th Anniversary Mono Mix,27,1976,91760,180.3359985,3,1,0.175999999,0.980000019,0.402999997,0.082500003,0.0792,0,0.656000018,0.303000003
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),I Wanna Be Your Boyfriend - 40th Anniversary Mono Mix,24,1976,144880,134.4609985,4,1,0.446999997,0.894999981,-1.83099997,0.034299999,0.000619,1.89E-05,0.165999994,0.903999984
Ramones,punk,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),I Can't Be - Demo; 2016 Remaster,17,1976,122480,164.8630066,2,1,0.50999999,0.930999994,-2.628999949,0.057500001,0.000716,2.07E-06,0.093999997,0.799000025
Sex Pistols,punk,Anarchy In The UK / I Wanna Be Me,Anarchy In The UK,5,1976,211759,134.0630035,0,1,0.370000005,0.907999992,-11.35299969,0.082599998,0.0557,9.33E-05,0.317999989,0.254000008
Sex Pistols,punk,Anarchy In The UK / I Wanna Be Me,I Wanna Be Me,5,1976,183720,152.7599945,9,1,0.229000002,0.953999996,-6.793000221,0.104000002,0.051100001,0,0.361999989,0.412
X-Ray Spex,punk,Live at the Roxy Club,"Identity (Recorded Live at The Roxy, London, 2 April 1977)",9,1977,145333,156.2630005,9,0,0.35800001,0.77700001,-6.974999905,0.050700001,0.532999992,0.0361,0.374000013,0.505999982
X-Ray Spex,punk,Live at the Roxy Club,"Let's Submerge (Recorded Live at The Roxy, London, 2 April 1977)",6,1977,185667,164.746994,9,1,0.294999987,0.638000011,-7.671000004,0.061799999,0.689999998,0.120999999,0.558000028,0.699000001
X-Ray Spex,punk,Live at the Roxy Club,"Plastic Bag (Recorded Live at The Roxy, London, 2 April 1977)",7,1977,250600,129.8090057,9,1,0.510999978,0.569000006,-9.890999794,0.075300001,0.737999976,0.340000004,0.298999995,0.497000009
X-Ray Spex,punk,Live at the Roxy Club,"I Can't Do Anything (Recorded Live at The Roxy, London, 2 April 1977)",7,1977,179600,78.77100372,2,1,0.48300001,0.537,-8.18500042,0.039299998,0.814999998,0.136999995,0.096500002,0.555000007
X-Ray Spex,punk,Live at the Roxy Club,"I Am a Cliché (Recorded Live at The Roxy, London, 2 April 1977)",24,1977,108267,127.0940018,2,1,0.469000012,0.639999986,-8.373999596,0.0572,0.386000007,0.0264,0.234999999,0.961000025
